Kecamatan,Tahun,Total_Populasi,Total_Warga_Rentan,Total_Bantuan_PIP,Total_Pra_Sekolah,SD,Rasio_Warga_Rentan,Status_Resiko
SUKASARI,2016,75200,18847.02,1833.33,0.0,22.37,25.06252659574468,Rendah
SUKASARI,2017,75922,19176.94,1787.55,0.0,21.62,25.258739232370065,Rendah
SUKASARI,2018,77440,19376.03,1839.31,4.62,22.0,25.02069989669421,Rendah
SUKASARI,2019,77262,19331.34,1839.62,11.13,21.21,25.02050166964355,Rendah
SUKASARI,2020,77284,18968.0,1715.0,0.0,22.0,24.54324310335904,Rendah
SUKASARI,2021,77601,20024.0,1715.0,42.0,22.0,25.80379118825789,Sedang
SUKASARI,2022,77576,20175.0,2289.0,35.0,22.0,26.006754666391668,Sedang
SUKASARI,2023,78012,20280.0,1817.0,43.0,22.0,25.996000615289955,Sedang
SUKASARI,2024,78544,20216.0,1809.0,44.0,22.0,25.738439600733347,Sedang
SUKASARI,2025,79003,19966.0,1809.0,44.0,22.0,25.27245800792375,Rendah
SUMUR BANDUNG,2015,32889,6570.73,1413.76,0.0,14.25,19.978503451001853,Rendah
SUMUR BANDUNG,2016,33488,6939.72,1369.42,0.0,13.97,20.723005255613952,Rendah
SUMUR BANDUNG,2017,34201,7476.02,1246.38,0.0,13.94,21.859068448290987,Rendah
SUMUR BANDUNG,2018,34638,7838.53,1174.6,1.31,14.14,22.62985738206594,Rendah
SUMUR BANDUNG,2019,35793,8271.59,1099.1,4.1,13.79,23.10951862095941,Rendah
SUMUR BANDUNG,2020,37187,8319.0,628.0,0.0,14.0,22.370720950869927,Rendah
SUMUR BANDUNG,2021,37544,8890.0,628.0,18.0,14.0,23.67888344342638,Rendah
SUMUR BANDUNG,2022,38323,9451.0,2190.0,13.0,14.0,24.661430472562166,Rendah
SUMUR BANDUNG,2023,39385,10027.0,693.0,19.0,14.0,25.45893106512632,Sedang
SUMUR BANDUNG,2024,40459,10187.0,497.0,19.0,14.0,25.17857584221063,Rendah
SUMUR BANDUNG,2025,40769,10083.0,497.0,19.0,14.0,24.732026785057272,Rendah
UJUNG BERUNG,2015,80676,22584.15,1670.43,0.0,5.08,27.99364123159304,Tinggi
UJUNG BERUNG,2016,79362,23307.01,1691.2,0.0,5.74,29.367972077316598,Tinggi
UJUNG BERUNG,2017,82598,23796.97,1702.41,0.0,6.32,28.810588634107365,Tinggi
UJUNG BERUNG,2018,82661,23876.89,1811.64,6.16,6.68,28.885314719154135,Tinggi
UJUNG BERUNG,2019,85031,24361.31,1801.67,15.34,7.24,28.64991591301996,Tinggi
UJUNG BERUNG,2020,86804,24264.0,1519.0,0.0,8.0,27.95262891111009,Tinggi
UJUNG BERUNG,2021,89042,25771.0,1519.0,56.0,8.0,28.9425215067047,Tinggi
UJUNG BERUNG,2022,90562,26219.0,3089.0,48.0,8.0,28.95143658488108,Tinggi
UJUNG BERUNG,2023,92163,26534.0,1672.0,59.0,10.0,28.79029545479205,Tinggi
UJUNG BERUNG,2024,93695,26731.0,1836.0,61.0,10.0,28.52980415176904,Tinggi
UJUNG BERUNG,2025,94964,26613.0,1836.0,58.0,10.0,28.02430394675877,Tinggi
BANDUNG KULON,2021,142356,42231.0,2075.0,47.0,25.0,29.665767512433618,Tinggi
KIARACONDONG,2023,131470,35983.0,1667.0,56.0,15.0,27.369742146497302,Tinggi
CINAMBO,2019,25705,6480.0,792.0,3.0,1.0,25.20910328729819,Sedang
PANYILEUKAN,2015,35659,9250.0,585.0,0.0,6.0,25.940155360498053,Sedang
LENGKONG,2019,70025,16502.0,2222.0,9.0,21.0,23.565869332381293,Rendah
REGOL,2017,79690,21727.0,2730.0,0.0,20.0,27.264399548249468,Tinggi
PANYILEUKAN,2023,43143,11434.0,924.0,24.0,9.0,26.502561249797186,Sedang
SUMUR BANDUNG,2017,32908,7470.0,1130.0,0.0,13.0,22.699647502127142,Rendah
CIBEUNYING KALER,2019,71520,16778.0,1459.0,12.0,9.0,23.45917225950783,Rendah
BANDUNG KIDUL,2024,62351,15163.0,844.0,30.0,9.0,24.318775961893152,Sedang
BABAKAN CIPARAY,2020,135136,35737.0,3640.0,0.0,18.0,26.445210750651192,Sedang
ARCAMANIK,2016,72703,19834.0,3342.0,0.0,14.0,27.28085498535136,Tinggi
BANDUNG KIDUL,2019,57264,16368.0,1491.0,5.0,8.0,28.583403185247274,Tinggi
BOJONGLOA KALER,2016,117100,35668.0,1285.0,0.0,12.0,30.459436379163108,Tinggi
BATUNUNGGAL,2023,117328,32389.0,2977.0,39.0,14.0,27.605516159825445,Tinggi
ARCAMANIK,2024,84324,21741.0,1110.0,49.0,21.0,25.782695318058916,Sedang
BANDUNG KIDUL,2017,55695,15877.0,1628.0,0.0,10.0,28.50704731124877,Tinggi
PANYILEUKAN,2015,35784,10352.0,537.0,0.0,7.0,28.929130337581043,Tinggi
CIBEUNYING KIDUL,2015,110757,29339.0,517.0,0.0,14.0,26.489522106954865,Sedang
KIARACONDONG,2018,129618,33739.0,1569.0,8.0,17.0,26.029563795151905,Sedang
BOJONGLOA KIDUL,2018,89239,25078.0,1084.0,2.0,14.0,28.102062999361266,Tinggi
BABAKAN CIPARAY,2025,148041,44655.0,3030.0,42.0,18.0,30.163941070379153,Tinggi
BANDUNG WETAN,2015,27582,6844.0,1177.0,0.0,16.0,24.813284025813935,Sedang
CIBEUNYING KALER,2022,70737,17328.0,2258.0,28.0,9.0,24.496373892022564,Sedang
BOJONGLOA KIDUL,2023,85919,24217.0,3303.0,25.0,12.0,28.185849462866187,Tinggi
COBLONG,2023,121768,27399.0,3057.0,54.0,21.0,22.50098548058603,Rendah
UJUNG BERUNG,2024,91509,28769.0,1803.0,52.0,9.0,31.43843774929242,Tinggi
PANYILEUKAN,2019,37779,9811.0,622.0,9.0,7.0,25.969453929431698,Sedang
CIBEUNYING KALER,2023,68359,17066.0,2035.0,40.0,10.0,24.96525695226671,Sedang
ANDIR,2018,97397,28142.0,3211.0,4.0,23.0,28.894113781738657,Tinggi
BANDUNG KIDUL,2020,57367,15284.0,1098.0,0.0,10.0,26.642494814091727,Sedang
COBLONG,2016,113751,28457.0,3538.0,0.0,23.0,25.01692292815008,Sedang
ANDIR,2019,101778,27466.0,2662.0,11.0,24.0,26.98618561968205,Sedang
KIARACONDONG,2018,131169,37220.0,1457.0,8.0,15.0,28.37560704129787,Tinggi
CIBIRU,2019,74458,20371.0,2271.0,13.0,14.0,27.359048053936448,Tinggi
REGOL,2024,84486,18953.0,1449.0,48.0,23.0,22.43330255900386,Rendah
GEDEBAGE,2017,39703,11950.0,949.0,0.0,6.0,30.09848122308138,Tinggi
SUKASARI,2024,75879,20373.0,1878.0,46.0,20.0,26.849325900446765,Sedang
ASTANAANYAR,2023,70034,19021.0,3671.0,23.0,16.0,27.15966530542308,Tinggi
KIARACONDONG,2015,129577,35424.0,836.0,0.0,14.0,27.33818501740278,Tinggi
BANDUNG KIDUL,2025,63756,16466.0,775.0,31.0,9.0,25.82658887006713,Sedang
ANDIR,2022,99145,26734.0,2625.0,28.0,25.0,26.96454687578799,Sedang
RANCASARI,2015,78511,21293.0,1487.0,0.0,6.0,27.121040363770682,Tinggi
PANYILEUKAN,2015,39064,9806.0,526.0,0.0,7.0,25.10239606799099,Sedang
ANTAPANI,2019,78614,20855.0,1917.0,7.0,13.0,26.52835372834355,Sedang
CINAMBO,2017,23553,6261.0,1050.0,0.0,1.0,26.58260094255509,Sedang
BANDUNG KULON,2022,131118,41876.0,3763.0,41.0,27.0,31.937643954300704,Tinggi
BANDUNG KIDUL,2025,62067,16148.0,721.0,29.0,10.0,26.017046095348572,Sedang
CICENDO,2023,99962,24720.0,4329.0,48.0,27.0,24.72939717092495,Sedang
KIARACONDONG,2016,130372,33184.0,1011.0,0.0,14.0,25.453318197158897,Sedang
SUKAJADI,2015,97678,25831.0,1466.0,0.0,21.0,26.445054157538035,Sedang
ANDIR,2020,95949,27531.0,2481.0,0.0,22.0,28.693368351936964,Tinggi
BUAHBATU,2023,109384,27608.0,3515.0,49.0,14.0,25.23952314780955,Sedang
CINAMBO,2015,24615,6363.0,1347.0,0.0,1.0,25.850091407678242,Sedang
LENGKONG,2017,70905,17033.0,2614.0,0.0,21.0,24.022283336859175,Sedang
CIBIRU,2022,75464,21524.0,3574.0,37.0,14.0,28.522209265345065,Tinggi
ANTAPANI,2024,84659,21678.0,1043.0,42.0,14.0,25.606255684569863,Sedang
BABAKAN CIPARAY,2019,139791,40597.0,3640.0,12.0,20.0,29.041211522916356,Tinggi
KIARACONDONG,2022,133477,36425.0,1072.0,32.0,17.0,27.28934572997595,Tinggi
CIBIRU,2018,72834,18322.0,2254.0,5.0,12.0,25.155833813878132,Sedang
BANDUNG WETAN,2021,30248,6432.0,755.0,21.0,18.0,21.264215815921713,Rendah
ANTAPANI,2025,79874,20971.0,1041.0,52.0,16.0,26.25510178531187,Sedang
ASTANAANYAR,2023,71821,17563.0,4264.0,24.0,16.0,24.45385054510519,Sedang
BABAKAN CIPARAY,2021,137723,38195.0,3879.0,40.0,19.0,27.733203604336243,Tinggi
ANDIR,2021,102487,27420.0,2358.0,36.0,25.0,26.754612780157483,Sedang
BANDUNG KULON,2016,135451,37723.0,71.0,0.0,24.0,27.849923588603996,Tinggi
BANDUNG KIDUL,2019,57421,14014.0,1300.0,5.0,9.0,24.405705229793977,Sedang
BANDUNG WETAN,2020,28686,6659.0,809.0,0.0,16.0,23.213414209021824,Rendah
CICENDO,2020,98309,23796.0,4973.0,0.0,28.0,24.205311822925673,Sedang
REGOL,2022,80995,19562.0,1525.0,31.0,23.0,24.152108154824372,Sedang
ARCAMANIK,2024,81862,22115.0,1056.0,59.0,22.0,27.014976423737508,Tinggi
CIBEUNYING KALER,2018,69611,17794.0,1436.0,7.0,10.0,25.562051974544254,Sedang
ANDIR,2017,102515,26225.0,3425.0,0.0,21.0,25.581622201629028,Sedang
BATUNUNGGAL,2023,126250,29900.0,3171.0,44.0,15.0,23.683168316831683,Rendah
SUMUR BANDUNG,2024,40992,10102.0,476.0,18.0,14.0,24.643832943013273,Sedang
SUKAJADI,2016,101917,24637.0,1972.0,0.0,25.0,24.173592236820156,Sedang
LENGKONG,2023,73148,17739.0,1776.0,45.0,22.0,24.250833925739595,Sedang
BANDUNG WETAN,2022,29189,6500.0,980.0,19.0,15.0,22.268662852444415,Rendah
CINAMBO,2023,27072,6911.0,348.0,17.0,2.0,25.528221040189123,Sedang
PANYILEUKAN,2016,37091,10553.0,641.0,0.0,8.0,28.45164595184816,Tinggi
SUKASARI,2016,76765,18791.0,1788.0,0.0,21.0,24.478603530254674,Sedang
CINAMBO,2017,23060,6603.0,936.0,0.0,1.0,28.633998265394624,Tinggi
BANDUNG KIDUL,2016,59308,16295.0,1740.0,0.0,9.0,27.475214136372834,Tinggi
CINAMBO,2016,23314,6369.0,1227.0,0.0,1.0,27.318349489577077,Tinggi
CINAMBO,2017,25139,6670.0,1001.0,0.0,1.0,26.53247941445563,Sedang
LENGKONG,2019,67949,16762.0,2299.0,10.0,21.0,24.668501376032022,Sedang
SUKASARI,2020,75695,20472.0,1782.0,0.0,23.0,27.04537948345333,Tinggi
CIBEUNYING KALER,2021,69014,18814.0,1297.0,36.0,10.0,27.26113542179848,Tinggi
UJUNG BERUNG,2025,91827,27238.0,1794.0,53.0,9.0,29.662299759330047,Tinggi
CIBEUNYING KALER,2016,70479,17481.0,1514.0,0.0,10.0,24.803132848082406,Sedang
CIDADAP,2024,54662,13833.0,1642.0,29.0,14.0,25.306428597563208,Sedang
ARCAMANIK,2025,85210,20867.0,1185.0,61.0,19.0,24.488909752376482,Sedang
BOJONGLOA KALER,2016,119245,36216.0,1333.0,0.0,11.0,30.371084741498596,Tinggi
SUMUR BANDUNG,2024,40026,10723.0,503.0,16.0,12.0,26.79008644381152,Sedang
BOJONGLOA KIDUL,2024,87797,23630.0,866.0,29.0,15.0,26.91435926056699,Sedang
CIBIRU,2024,79318,23076.0,932.0,55.0,14.0,29.093017978264708,Tinggi
ARCAMANIK,2024,80478,20336.0,1041.0,48.0,22.0,25.269017619722163,Sedang
GEDEBAGE,2022,42567,11803.0,1435.0,25.0,7.0,27.72805224704583,Tinggi
CIBEUNYING KIDUL,2017,113920,29099.0,1261.0,0.0,14.0,25.543363764044948,Sedang
CICENDO,2023,96027,22172.0,3652.0,46.0,27.0,23.08933945661116,Rendah
PANYILEUKAN,2017,39121,10833.0,621.0,0.0,8.0,27.6910099435086,Tinggi
BUAHBATU,2018,97228,25280.0,3455.0,5.0,13.0,26.000740527420085,Sedang
SUKAJADI,2015,103362,25504.0,1603.0,0.0,25.0,24.67444515392504,Sedang
ARCAMANIK,2022,83136,21476.0,2630.0,38.0,19.0,25.832371054657425,Sedang
BOJONGLOA KALER,2017,120471,34926.0,1176.0,0.0,10.0,28.991209502701892,Tinggi
BANDUNG KULON,2023,132758,39018.0,3705.0,48.0,26.0,29.390319227466517,Tinggi
ANTAPANI,2022,80320,21229.0,2425.0,28.0,13.0,26.430527888446214,Sedang
REGOL,2017,78717,20043.0,2388.0,0.0,22.0,25.462098403140367,Sedang
ARCAMANIK,2019,73201,18801.0,2667.0,13.0,16.0,25.684075354161827,Sedang
MANDALAJATI,2023,74967,22784.0,2466.0,34.0,13.0,30.392039163898783,Tinggi
REGOL,2017,78172,21550.0,2765.0,0.0,20.0,27.56741544286957,Tinggi
ANTAPANI,2024,85381,20131.0,1118.0,47.0,16.0,23.577845188039493,Rendah
SUKASARI,2020,74561,17854.0,1779.0,0.0,23.0,23.945494293263234,Rendah
BATUNUNGGAL,2025,118711,29752.0,2609.0,41.0,15.0,25.06254685749425,Sedang
BOJONGLOA KALER,2025,120757,33913.0,973.0,35.0,12.0,28.083672168073072,Tinggi
REGOL,2018,80316,20793.0,2730.0,4.0,20.0,25.888988495442998,Sedang
CIBEUNYING KALER,2022,71275,18250.0,2358.0,28.0,9.0,25.6050508593476,Sedang
CICENDO,2021,100157,24320.0,4387.0,39.0,26.0,24.281877452399733,Sedang
CIBEUNYING KIDUL,2024,112079,27469.0,3367.0,60.0,14.0,24.50860553716575,Sedang
BANDUNG KIDUL,2019,57344,15928.0,1289.0,6.0,9.0,27.77622767857143,Tinggi
CIBEUNYING KALER,2021,73963,16460.0,1179.0,42.0,10.0,22.25437042845747,Rendah
CIBEUNYING KIDUL,2017,107597,28442.0,1226.0,0.0,15.0,26.433822504344917,Sedang
CIDADAP,2019,53240,14874.0,1049.0,11.0,15.0,27.937640871525172,Tinggi
SUKAJADI,2021,102844,26174.0,1987.0,33.0,21.0,25.45019641398623,Sedang
REGOL,2017,80004,21964.0,2540.0,0.0,21.0,27.453627318634066,Tinggi
BUAHBATU,2022,100616,25988.0,1336.0,41.0,14.0,25.828894012880653,Sedang
ASTANAANYAR,2017,70387,17950.0,2879.0,1.0,16.0,25.501868242715275,Sedang
ARCAMANIK,2024,81670,22634.0,1163.0,60.0,19.0,27.713970858332317,Tinggi
UJUNG BERUNG,2023,96687,25281.0,1631.0,66.0,10.0,26.147258680070745,Sedang
UJUNG BERUNG,2023,94757,27926.0,1755.0,64.0,10.0,29.47117363361018,Tinggi
BOJONGLOA KIDUL,2015,84793,24119.0,965.0,0.0,15.0,28.444564999469296,Tinggi
BANDUNG WETAN,2025,30070,6568.0,576.0,26.0,17.0,21.84236780844696,Rendah
SUMUR BANDUNG,2018,35495,7841.0,1111.0,1.0,13.0,22.090435272573604,Rendah
GEDEBAGE,2019,38782,11367.0,933.0,8.0,6.0,29.309989170233614,Tinggi
KIARACONDONG,2024,130394,34325.0,3082.0,54.0,18.0,26.324063990674418,Sedang
SUKAJADI,2025,105661,29018.0,3062.0,39.0,22.0,27.463302448396288,Tinggi
LENGKONG,2017,66681,16623.0,2512.0,0.0,21.0,24.929140234849505,Sedang
BOJONGLOA KIDUL,2016,80005,25468.0,919.0,0.0,14.0,31.833010436847697,Tinggi
SUKAJADI,2023,103736,26693.0,3690.0,28.0,22.0,25.731664995758464,Sedang
SUKASARI,2024,78879,19413.0,1753.0,39.0,23.0,24.611113224052026,Sedang
CICENDO,2016,91325,23976.0,4672.0,0.0,29.0,26.253490281960033,Sedang
PANYILEUKAN,2021,40397,10886.0,520.0,31.0,9.0,26.94754560982251,Sedang
CIBEUNYING KIDUL,2023,119236,31491.0,2841.0,61.0,16.0,26.41064779093562,Sedang
ASTANAANYAR,2024,74581,18072.0,1220.0,24.0,17.0,24.231372601600945,Sedang
ARCAMANIK,2020,74011,18614.0,1867.0,0.0,19.0,25.15031549364284,Sedang
CIDADAP,2023,55355,14741.0,1870.0,23.0,14.0,26.629934061963688,Sedang
CICENDO,2016,89234,23626.0,4780.0,0.0,29.0,26.47645516283031,Sedang
PANYILEUKAN,2025,42207,10684.0,657.0,28.0,8.0,25.313336650318668,Sedang
GEDEBAGE,2017,37220,11896.0,982.0,0.0,5.0,31.961311123052123,Tinggi
BUAHBATU,2024,108191,29118.0,565.0,52.0,13.0,26.913514063092126,Sedang
MANDALAJATI,2021,72649,21703.0,1266.0,38.0,13.0,29.873776652121848,Tinggi
RANCASARI,2018,82299,19869.0,1516.0,4.0,8.0,24.14245616593154,Sedang
MANDALAJATI,2017,67105,19392.0,1601.0,0.0,13.0,28.897995678414425,Tinggi
ANTAPANI,2022,82748,20520.0,2608.0,30.0,14.0,24.79818243341229,Sedang
SUMUR BANDUNG,2016,34376,6498.0,1324.0,0.0,14.0,18.902722829881313,Rendah
BANDUNG KULON,2022,142051,41294.0,3634.0,52.0,28.0,29.069841113402934,Tinggi
BUAHBATU,2018,99850,23603.0,3019.0,5.0,13.0,23.638457686529797,Rendah
UJUNG BERUNG,2024,89985,28013.0,1717.0,63.0,9.0,31.130744012891036,Tinggi
ANDIR,2023,102152,27873.0,3062.0,44.0,26.0,27.285809382097266,Tinggi
BANDUNG KIDUL,2018,60846,14457.0,1452.0,1.0,9.0,23.759984222463267,Rendah
BUAHBATU,2021,100412,25445.0,2154.0,47.0,13.0,25.340596741425326,Sedang
KIARACONDONG,2022,136809,37538.0,991.0,41.0,16.0,27.43825333128668,Tinggi
SUKASARI,2022,75776,20575.0,2247.0,35.0,21.0,27.15239653716216,Tinggi
BOJONGLOA KALER,2020,120103,36210.0,1278.0,0.0,12.0,30.149122003613567,Tinggi
UJUNG BERUNG,2019,88385,25530.0,1774.0,13.0,6.0,28.884991797250663,Tinggi
CICENDO,2018,96291,23597.0,4422.0,5.0,26.0,24.505924748938117,Sedang
GEDEBAGE,2017,38280,11133.0,1005.0,0.0,6.0,29.08307210031348,Tinggi
BANDUNG KIDUL,2025,65179,15290.0,710.0,27.0,9.0,23.458475889473604,Rendah
BANDUNG WETAN,2016,27732,6134.0,1153.0,0.0,17.0,22.118851867878263,Rendah
CIBEUNYING KALER,2019,68001,17343.0,1548.0,12.0,10.0,25.50403670534257,Sedang
ANTAPANI,2023,83485,20522.0,1499.0,47.0,14.0,24.581661376295145,Sedang
GEDEBAGE,2024,44345,11034.0,384.0,29.0,7.0,24.882173864020746,Sedang
UJUNG BERUNG,2024,95770,27203.0,2000.0,59.0,10.0,28.404510807142113,Tinggi
SUKASARI,2024,80370,19293.0,1639.0,40.0,22.0,24.00522583053378,Sedang
CIBEUNYING KALER,2015,68569,18184.0,1383.0,0.0,9.0,26.519272557569746,Sedang
BOJONGLOA KIDUL,2025,88816,24848.0,841.0,28.0,13.0,27.97694109169519,Tinggi
SUKASARI,2024,81050,21184.0,1879.0,40.0,22.0,26.136952498457745,Sedang
CINAMBO,2019,24416,7127.0,924.0,3.0,2.0,29.189875491480997,Tinggi
BABAKAN CIPARAY,2018,130531,41651.0,3766.0,7.0,20.0,31.908895204970467,Tinggi
BATUNUNGGAL,2015,120656,32069.0,601.0,0.0,14.0,26.578868850285108,Sedang
BOJONGLOA KALER,2017,128012,31677.0,1292.0,0.0,10.0,24.74533637471487,Sedang
BANDUNG KULON,2024,138237,39966.0,3829.0,55.0,25.0,28.91121769135615,Tinggi
RANCASARI,2018,85362,22865.0,1436.0,5.0,8.0,26.78592347883133,Sedang
ANTAPANI,2021,80275,20919.0,1590.0,41.0,15.0,26.059171597633135,Sedang
SUMUR BANDUNG,2025,39044,10399.0,481.0,20.0,12.0,26.634053887921322,Sedang
PANYILEUKAN,2020,40838,10101.0,594.0,0.0,8.0,24.734316078162497,Sedang
SUKASARI,2023,80950,20012.0,1803.0,49.0,19.0,24.721432983323037,Sedang
BOJONGLOA KIDUL,2015,82444,25149.0,1018.0,0.0,13.0,30.50434234146815,Tinggi
COBLONG,2024,112548,26074.0,3092.0,60.0,20.0,23.16700430038739,Rendah
CIBEUNYING KALER,2023,73264,17200.0,2112.0,39.0,10.0,23.47674164664774,Rendah
CIBEUNYING KALER,2016,66992,16394.0,1609.0,0.0,10.0,24.471578695963697,Sedang
BOJONGLOA KALER,2015,115047,36065.0,1204.0,0.0,11.0,31.348057750310744,Tinggi
BANDUNG KULON,2022,142857,43080.0,3262.0,47.0,29.0,30.156030156030155,Tinggi
MANDALAJATI,2020,74578,20158.0,1207.0,0.0,15.0,27.0294188634718,Tinggi
MANDALAJATI,2021,72231,22668.0,1117.0,41.0,12.0,31.382647339784857,Tinggi
CINAMBO,2023,25209,6998.0,326.0,20.0,1.0,27.759927010194772,Tinggi
BANDUNG KIDUL,2018,60617,14484.0,1521.0,1.0,10.0,23.894287081181847,Rendah
CIBEUNYING KALER,2018,67672,17844.0,1575.0,6.0,10.0,26.368365054971036,Sedang
BOJONGLOA KALER,2015,122361,34781.0,1108.0,0.0,11.0,28.42490662874609,Tinggi
BANDUNG WETAN,2017,29445,6472.0,1079.0,0.0,18.0,21.9799626422143,Rendah
ANDIR,2016,94529,26820.0,3734.0,0.0,22.0,28.37224555427435,Tinggi
BANDUNG WETAN,2022,27420,7161.0,972.0,18.0,18.0,26.115973741794313,Sedang
BATUNUNGGAL,2015,120549,28312.0,678.0,0.0,15.0,23.485885407593592,Rendah
KIARACONDONG,2019,135390,36136.0,1688.0,15.0,17.0,26.690302090257774,Sedang
REGOL,2015,83126,21773.0,3124.0,0.0,24.0,26.19276760580324,Sedang
SUKAJADI,2016,97483,25163.0,1972.0,0.0,24.0,25.81270580511474,Sedang
BOJONGLOA KALER,2018,117524,35898.0,1337.0,3.0,11.0,30.54525033184711,Tinggi
SUKASARI,2016,73960,19581.0,1708.0,0.0,23.0,26.475121687398595,Sedang
ANDIR,2015,96530,26327.0,3213.0,0.0,24.0,27.273386511965192,Tinggi
CINAMBO,2016,23318,6077.0,1216.0,0.0,1.0,26.061411784887213,Sedang
BOJONGLOA KIDUL,2024,89224,26820.0,790.0,24.0,14.0,30.059176903075407,Tinggi
BABAKAN CIPARAY,2015,133957,37163.0,3524.0,0.0,19.0,27.742484528617396,Tinggi
BANDUNG KULON,2017,130220,37662.0,569.0,1.0,30.0,28.921824604515432,Tinggi
COBLONG,2019,116042,29323.0,3585.0,17.0,21.0,25.269299046896815,Sedang
BOJONGLOA KIDUL,2020,81894,23099.0,986.0,0.0,14.0,28.205973575597724,Tinggi
LENGKONG,2022,68578,17363.0,2298.0,26.0,23.0,25.318615299367142,Sedang
MANDALAJATI,2018,71028,20067.0,1531.0,4.0,14.0,28.252238553809768,Tinggi
SUKASARI,2022,74716,21363.0,2501.0,30.0,23.0,28.59226939343648,Tinggi
UJUNG BERUNG,2018,81997,24406.0,1774.0,5.0,7.0,29.76450357939925,Tinggi
CICENDO,2015,91848,24791.0,5538.0,0.0,30.0,26.991333507534186,Sedang
CIDADAP,2024,55208,15552.0,1785.0,29.0,14.0,28.16983045935372,Tinggi
UJUNG BERUNG,2015,77377,21332.0,1654.0,0.0,4.0,27.568915827700742,Tinggi
SUKAJADI,2019,98338,24462.0,2486.0,7.0,25.0,24.875429640627225,Sedang
SUKASARI,2015,71513,18823.0,1840.0,0.0,21.0,26.321088473424414,Sedang
ANDIR,2023,99042,24049.0,3050.0,38.0,25.0,24.28161789947699,Sedang
BABAKAN CIPARAY,2016,132672,34234.0,3355.0,0.0,18.0,25.803485287023637,Sedang
RANCASARI,2015,79679,20929.0,1720.0,0.0,7.0,26.266644912712255,Sedang
KIARACONDONG,2025,133031,33489.0,2760.0,56.0,16.0,25.173831663296525,Sedang
SUKASARI,2019,77125,18435.0,1782.0,12.0,23.0,23.902755267423014,Rendah
RANCASARI,2021,85935,24200.0,872.0,44.0,8.0,28.160819223831968,Tinggi
RANCASARI,2016,77258,21381.0,1648.0,0.0,6.0,27.674803903802843,Tinggi
BABAKAN CIPARAY,2015,130532,38685.0,3567.0,0.0,19.0,29.636410995005058,Tinggi
KIARACONDONG,2018,126506,37889.0,1570.0,8.0,17.0,29.95035808578249,Tinggi
BUAHBATU,2019,103469,24272.0,3118.0,14.0,14.0,23.458233867148614,Rendah
CICENDO,2019,96016,21390.0,4297.0,11.0,28.0,22.27753707715381,Rendah
COBLONG,2025,115366,26276.0,3335.0,54.0,24.0,22.776207894873707,Rendah
BANDUNG WETAN,2016,29268,7051.0,1227.0,0.0,15.0,24.091157578242452,Sedang
ASTANAANYAR,2025,75539,16985.0,1280.0,23.0,16.0,22.48507393531818,Rendah
BANDUNG KIDUL,2019,59230,14506.0,1391.0,5.0,10.0,24.490967415161236,Sedang
RANCASARI,2024,93144,22823.0,613.0,41.0,10.0,24.50292020956798,Sedang
SUKAJADI,2015,99335,26539.0,1600.0,0.0,21.0,26.716665827754564,Sedang
ANDIR,2015,98786,29341.0,3785.0,0.0,23.0,29.701577146559227,Tinggi
COBLONG,2022,112781,28449.0,6058.0,52.0,23.0,25.22499357161224,Sedang
BATUNUNGGAL,2015,114018,31420.0,685.0,0.0,14.0,27.557052395235843,Tinggi
ARCAMANIK,2017,72630,18624.0,2852.0,0.0,14.0,25.642296571664602,Sedang
ANTAPANI,2020,78385,19307.0,1500.0,0.0,13.0,24.63098807169739,Sedang
MANDALAJATI,2016,69568,17703.0,1759.0,0.0,14.0,25.44704461821527,Sedang
BABAKAN CIPARAY,2015,127019,34560.0,3652.0,0.0,18.0,27.208527858036984,Tinggi
ANDIR,2016,99331,26855.0,3663.0,0.0,22.0,27.035869970099967,Tinggi
CIBEUNYING KIDUL,2021,118362,29292.0,1896.0,56.0,16.0,24.74780757337659,Sedang
BUAHBATU,2020,103087,25719.0,2459.0,0.0,13.0,24.948829629342207,Sedang
CIBEUNYING KIDUL,2015,109902,30430.0,468.0,0.0,13.0,27.688304125493623,Tinggi
BATUNUNGGAL,2023,127342,28354.0,2686.0,41.0,17.0,22.26602377848628,Rendah
UJUNG BERUNG,2022,90627,24295.0,2871.0,55.0,8.0,26.807684244209785,Sedang
BOJONGLOA KALER,2017,128107,34958.0,1332.0,0.0,11.0,27.28812633189443,Tinggi
BUAHBATU,2024,105638,28662.0,580.0,44.0,13.0,27.132281943997427,Tinggi
LENGKONG,2021,69073,17678.0,1852.0,34.0,22.0,25.59321297757445,Sedang
BATUNUNGGAL,2019,124225,28708.0,1521.0,11.0,17.0,23.10968001609982,Rendah
BOJONGLOA KALER,2015,115042,32085.0,1302.0,0.0,11.0,27.88981415483041,Tinggi
ANDIR,2021,103780,27473.0,2406.0,37.0,24.0,26.47234534592407,Sedang
COBLONG,2016,113996,30392.0,3305.0,0.0,22.0,26.660584581915153,Sedang
KIARACONDONG,2017,134341,37932.0,1308.0,0.0,15.0,28.235609382094818,Tinggi
ANDIR,2025,103425,24395.0,1438.0,44.0,25.0,23.58714043993232,Rendah
REGOL,2015,83120,20176.0,3252.0,0.0,21.0,24.273339749759383,Sedang
CIBIRU,2025,78518,22592.0,874.0,48.0,15.0,28.773020199189997,Tinggi
CIBEUNYING KALER,2018,68031,16417.0,1477.0,7.0,9.0,24.13164586732519,Sedang
